iter	RMSE
211	0.07247153255
212	0.07242246419
213	0.07237917973
214	0.07234789662
215	0.07229339148
216	0.07223310278
217	0.07217269192
218	0.07213589829
219	0.0721133477
220	0.07206403926
221	0.07202411644
222	0.07199218968
223	0.0719563861
224	0.07193057032
225	0.07187335073
226	0.07183446969
227	0.07177632832
228	0.07170481006
229	0.07166751669
230	0.07162916558
231	0.07159395839
232	0.07152317016
233	0.07148205196
234	0.07144729806
235	0.07142421385
236	0.07138889178
237	0.07134757521
238	0.07130837651
239	0.07127318619
240	0.07122784803
241	0.07116571949
242	0.07113809055
243	0.07109162716
244	0.07105398355
245	0.0710138987
246	0.07097717187
247	0.07094085111
248	0.07091864776
249	0.07089734469
250	0.07086300281
251	0.07084194423
252	0.070814268
253	0.07077391815
254	0.07074225594
255	0.07067065787
256	0.07064111249
257	0.07058430752
258	0.07055128089
259	0.07051597362
260	0.07048259854
261	0.07046864296
262	0.07044992078
263	0.07042684168
264	0.07039759293
265	0.07035554205
266	0.07031002463
267	0.07025808071
268	0.07022884279
269	0.07019548217
270	0.07017478568
271	0.07014159459
272	0.07011419403
273	0.07008574903
274	0.07003907314
275	0.06999539253
276	0.06996448757
277	0.06992990268
278	0.06989619417
279	0.06987467795
280	0.06985295719
281	0.0698177271
282	0.06978529981
283	0.0697637825
284	0.06974292531
285	0.06972820308
286	0.06971304721
287	0.06967919455
288	0.06964882714
289	0.06962081901
290	0.06958876834
291	0.06956677868
292	0.06954495214
293	0.0695085189
294	0.06947424321
295	0.06944959553
296	0.06941617149
297	0.06939864662
298	0.06937119404
299	0.06935283243
300	0.06931791512
301	0.06929632372
302	0.06926916424
303	0.06923179535
304	0.0692047743
305	0.06916333863
306	0.06913855113
307	0.06911134904
308	0.06908100742
309	0.06901450663
310	0.06898914154
311	0.06896631752
312	0.06893794093
313	0.06890409095
314	0.06887922802
315	0.0688534882
316	0.06882488175
317	0.06879429844
318	0.06876762396
319	0.06873773116
320	0.06871570169
321	0.06869585541
322	0.06865425198
323	0.06863415124
324	0.06859500633
325	0.06857255235
326	0.06854953473
327	0.06850821307
328	0.06848197983
329	0.068444142
330	0.06841478207
331	0.06839038165
332	0.06836975041
333	0.06832307337
334	0.06830587052
335	0.06829073915
336	0.06825821286
337	0.06820667626
338	0.06817591339
339	0.06815820915
340	0.06812838925
341	0.06808368573
342	0.06806583239
343	0.06804001215
344	0.06801949081
345	0.06800068324
346	0.06798327941
347	0.06795943628
348	0.06793861795
349	0.0679171953
350	0.06786403114
351	0.06782347914
352	0.06779103517
353	0.06777565806
354	0.06775547903
355	0.06772681485
356	0.06768111671
357	0.06764935199
358	0.06760915116
359	0.0675889016
360	0.06756173724
361	0.06752884941
362	0.06749653889
363	0.06746650518
364	0.06744960106
365	0.06742156915
366	0.06740597631
367	0.06739364313
368	0.06735837323
369	0.06734550256
370	0.06732586204
371	0.06728576647
372	0.06725675563
373	0.06720570301
374	0.06717316395
375	0.0671526229
376	0.06714266571
377	0.06711763448
378	0.06710032097
379	0.06708559444
380	0.06705100774
381	0.06703569233
382	0.06701404469
383	0.06699091816
384	0.06697394108
385	0.06696756125
386	0.06695181134
387	0.06692299008
388	0.0669072361
389	0.06689184444
390	0.06685170655
391	0.06683329851
392	0.06682131041
393	0.06679473413
394	0.06677095189
395	0.06674500731
396	0.06672310809
397	0.06670571644
398	0.06668050784
399	0.06665209992
400	0.06662600982
401	0.06660612586
402	0.06658124744
403	0.06656875871
404	0.06655418283
405	0.06653901492
406	0.06652061067
407	0.06649260578
408	0.06646617986
409	0.06645408931
410	0.06644242051
411	0.06642022065
412	0.06639564282
413	0.0663716812
414	0.06635460836
415	0.06634001679
416	0.06632665464
417	0.06630111507
418	0.06628580739
419	0.06627431607
420	0.06625228408
421	0.06623432826
422	0.06620700889
423	0.06617512
424	0.06615113091
425	0.06612753932
426	0.06612423272
427	0.06610461942
428	0.06609819066
429	0.06608036169
430	0.06605388939
431	0.06601954154
432	0.06600793043
433	0.06597758524
434	0.06594568168
435	0.06593724047
436	0.06590388162
437	0.06587784332
438	0.06585050631
439	0.06584405141
440	0.0658243378
441	0.06580654886
442	0.06577232311
443	0.06575199384
444	0.06574238216
445	0.06572022749
446	0.06568673338
447	0.06567597608
448	0.06565601117
449	0.06562247872
450	0.06560287977
451	0.06556872963
452	0.06554952995
453	0.06551898745
454	0.06549823541
455	0.06548520873
456	0.06546880022
457	0.06544804136
458	0.06544498304
459	0.06543326858
460	0.06541127726
461	0.06539817062
462	0.06537503178
463	0.06536488869
464	0.06533529584
465	0.06532418646
466	0.06531169183
467	0.06528724467
468	0.0652691689
469	0.06524361582
470	0.06522338728
471	0.06519949178
472	0.06517865195
473	0.06514315507
474	0.06512252199
475	0.06511867803
476	0.06509561256
477	0.06507338603
478	0.06505786886
479	0.06503738816
480	0.06501579862
481	0.06499336438
482	0.06497590364
483	0.06494794027
484	0.06492674457
485	0.0649042006
486	0.06487594153
487	0.06485445778
488	0.06483135172
489	0.06479929737
490	0.06479666976
491	0.06478389995
492	0.06475363906
493	0.06473413893
494	0.06472433398
495	0.06470747031
496	0.06469177088
497	0.06467325992
498	0.0646608263
499	0.06462139242
500	0.06461007379
501	0.06459023064
502	0.06457858339
503	0.06456451492
504	0.06454335209
505	0.06452441018
506	0.06452175404
507	0.06450766222
508	0.06449064728
509	0.06446971492
510	0.06444985716
511	0.06442755651
512	0.06440931109
513	0.06438927992
514	0.06437932504
515	0.06436653696
516	0.06434880471
517	0.06431594367
518	0.06428184048
519	0.06426118481
520	0.06423591241
521	0.06422018565
522	0.06420935399
523	0.06418709958
524	0.0641656477
525	0.06414802651
526	0.06413696124
527	0.06411168273
528	0.06409634458
529	0.06407232636
530	0.06405649098
531	0.06404865441
532	0.06402482153
533	0.06400229056
534	0.06398802158
535	0.06398497493
536	0.06396725074
537	0.06395655981
538	0.0639246391
539	0.06390052392
540	0.06389843379
541	0.06388255943
542	0.0638635216
543	0.06384123236
544	0.06382931455
545	0.06380226202
546	0.06379030559
547	0.0637779122
548	0.06375975152
549	0.06373534907
550	0.06371344441
551	0.06370775683
552	0.06368813184
553	0.06366580424
554	0.0636399289
555	0.06361798853
556	0.06358416661
557	0.06356660479
558	0.06355218904
559	0.06353438882
560	0.06353348253
561	0.06351743463
562	0.063500173
563	0.06348175114
564	0.06345699348
565	0.06344081217
566	0.06340283895
567	0.06338720016
568	0.06337291921
569	0.06336665352
570	0.0633449984
571	0.06330736373
572	0.06329555854
573	0.06327209808
574	0.06324937616
575	0.06323252326
576	0.06321058476
577	0.06319976907
578	0.06316076667
579	0.063149612
580	0.06312422707
581	0.0630910825
582	0.06308834381
583	0.06305375351
584	0.06302339644
585	0.06300221833
586	0.06298504307
587	0.06296256703
588	0.06293275765
589	0.06290850677
590	0.06288488687
591	0.06286872154
592	0.0628497835
593	0.06284004229
594	0.06281425641
595	0.06279377427
596	0.06277031249
597	0.062746951
598	0.06272843498
599	0.06272543657
600	0.0626915937
601	0.06266349023
602	0.06264379714
603	0.06263322592
604	0.06261807206
605	0.06260589399
606	0.06258741742
607	0.06255328534
608	0.0625375075
609	0.06251141732
610	0.06249354333
611	0.06249274983
612	0.06247408496
613	0.0624587152
614	0.06244253445
615	0.06241603941
616	0.06239688943
617	0.06237727126
618	0.06236293486
619	0.06234893646
620	0.06233034217
621	0.06231673994
622	0.06230821567
623	0.06229311016
624	0.06226768115
625	0.06224254792
626	0.06221526954
627	0.06218511642
628	0.06215712612
629	0.06213373207
630	0.06211723856
631	0.06210199838
632	0.06207959449
633	0.06206916347
634	0.06204493257
635	0.06202889024
636	0.062011156
637	0.06199274841
638	0.06198234276
639	0.06197192755
640	0.06195331819
641	0.0619341798
642	0.06191318094
643	0.06190063856
644	0.06186492102
645	0.06184574795
646	0.06183533744
647	0.06181360341
648	0.06179769705
649	0.06177092512
650	0.06175773187
651	0.06173643133
652	0.06172839078
653	0.06172589009
654	0.06170866406
655	0.06168764229
656	0.06166585534
657	0.06166018386
658	0.06163979892
659	0.06161627957
660	0.06160260375
661	0.06158470781
662	0.06157423546
663	0.06157362715
664	0.06156186045
665	0.06154643267
666	0.06152533633
667	0.06150877135
668	0.06149627929
669	0.06148700299
670	0.06146461355
671	0.06145511829
672	0.06145057677
673	0.06143883393
674	0.06141659143
675	0.06140010189
676	0.06137788949
677	0.0613617162
678	0.06134911977
679	0.06134865193
680	0.06133141808
681	0.06131315902
682	0.06128238463
683	0.06126487432
684	0.06125093391
685	0.06122760043
686	0.0612201269
687	0.06120705367
688	0.06120616907
689	0.06118500898
690	0.06114205731
691	0.0611301801
692	0.0611130602
693	0.06108873771
694	0.06106695605
695	0.06104758394
696	0.06103428224
697	0.06102060586
698	0.06100061197
699	0.06097930448
700	0.0609690697
701	0.0609540058
702	0.06093983727
703	0.06092637759
704	0.06091814385
705	0.0608949088
706	0.0608776171
707	0.06087008508
708	0.06085141555
709	0.06082690805
710	0.06081071323
711	0.06080683445
712	0.06079697116
713	0.06077012459
714	0.06074796494
715	0.06072899392
716	0.06071040476
717	0.06069075872
718	0.06067834267
719	0.06066553138
720	0.06065350577
721	0.06063780563
722	0.06062342852
723	0.06061214917
724	0.06058399729
725	0.06056575025
726	0.06056353981
727	0.06054687063
728	0.06050974987
729	0.06049800774
730	0.06048542093
731	0.06046447932
732	0.06044477388
733	0.06043279663
734	0.06041728901
735	0.06041455819
736	0.06040115183
737	0.06038661187
738	0.06037552728
739	0.06036703238
740	0.06035600981
741	0.06034056045
742	0.06033114156
743	0.0603293518
744	0.06030964918
745	0.06029306399
746	0.060282035
747	0.06026786304
748	0.06025313765
749	0.0602377389
750	0.06021371638
751	0.06019033291
752	0.06017034577
753	0.06016177004
754	0.06014656169
755	0.06013520571
756	0.06010706129
757	0.06009082995
758	0.06006959001
759	0.0600602157
760	0.06003251486
761	0.06001693389
762	0.06000187503
763	0.05999291629
764	0.05996927397
765	0.05995809542
766	0.05994572385
767	0.05993637761
768	0.05992939712
769	0.05992158699
770	0.05990343096
771	0.05988793296
772	0.05987011725
773	0.05985960445
774	0.05984824756
775	0.05982246055
776	0.05982153576
777	0.05980003881
778	0.0597897297
779	0.05976616721
780	0.05974203911
781	0.05971458695
782	0.05969899924
783	0.05969574269
784	0.05968127524
785	0.05965938015
786	0.05964231448
787	0.0596230626
788	0.05960381455
789	0.05958745097
790	0.05957947008
791	0.059570851
792	0.05955369293
793	0.05953631925
794	0.05950842799
795	0.05949678675
796	0.05948394306
797	0.05947401498
798	0.05946256045
799	0.05945169257
800	0.05944077468
801	0.05941928636
802	0.05940580237
803	0.05938267491
804	0.05937159262
805	0.05935470469
806	0.05933573025
807	0.05931611191
808	0.05929565836
809	0.05928272677
810	0.05927292026
811	0.05926369606
812	0.05925472143
813	0.05923581084
814	0.05922019612
815	0.05921219598
816	0.05920953768
817	0.05919528155
818	0.05917986234
819	0.05916640747
820	0.05915548003
821	0.05914657254
822	0.05912837956
823	0.05911147865
824	0.05909994976
825	0.05908909561
826	0.05907914742
827	0.05906416314
828	0.0590477392
829	0.05904743228
830	0.0590471131
831	0.05901775299
832	0.059003476
833	0.05898610761
834	0.05898576164
835	0.05897683899
836	0.05897653554
837	0.05895712877
838	0.05893166376
839	0.05892031952
840	0.05890363697
841	0.0588821742
842	0.05886974998
843	0.05885740233
844	0.05884424681
845	0.05882709106
846	0.05880842117
847	0.05879098289
848	0.05878230398
849	0.05876542117
850	0.05875704515
851	0.05873854037
852	0.05872720183
853	0.05871209981
854	0.0586986188
855	0.05868621642
856	0.05866745557
857	0.0586453173
858	0.05863506892
859	0.05863481528
860	0.05861879803
861	0.05860100777
862	0.05858382507
863	0.05856568031
864	0.05854503587
865	0.05853760677
866	0.05851512075
867	0.05850449446
868	0.05848382203
869	0.05847261625
870	0.05846136612
871	0.05845059464
872	0.05843439776
873	0.05841891326
874	0.05839728712
875	0.05838498491
876	0.05837049396
877	0.05835566763
878	0.05834640548
879	0.058336609
880	0.05832534779
881	0.05831767314
882	0.05830033472
883	0.05827668472
884	0.05826621971
885	0.05825364961
886	0.05824361605
887	0.05823319061
888	0.05822414507
889	0.058206358
890	0.05819308832
891	0.05817813449
892	0.05817786651
893	0.05817680744
894	0.05814924166
895	0.05812851947
896	0.0581217601
897	0.05809815044
898	0.05808515129
899	0.05807371058
900	0.05806237377
901	0.05804590963
902	0.05802512592
903	0.05801384505
904	0.05800336809
905	0.05799340296
906	0.05797302782
907	0.05795740273
908	0.05795715219
909	0.05794054846
910	0.0579261174
911	0.05790970559
912	0.05789868332
913	0.05788107667
914	0.05787247737
915	0.05785650743
916	0.05784723074
917	0.05783803303
918	0.05782485583
919	0.0578143201
920	0.05779605239
921	0.05779581853
922	0.05777919407
923	0.05777349639
924	0.05773866911
925	0.05772774526
926	0.05771437142
927	0.05770082204
928	0.05769341523
929	0.05768602631
930	0.05767104863
931	0.05765538851
932	0.05764198385
933	0.05762656301
934	0.05761513986
935	0.05760909071
936	0.0576088672
937	0.0575974359
938	0.05758790043
939	0.05757980392
940	0.05757960842
941	0.05756924004
942	0.05754646245
943	0.0575341494
944	0.05753395658
945	0.05751387376
946	0.05750023499
947	0.05747636644
948	0.05745627229
949	0.05744423653
950	0.05743242273
951	0.05742136877
952	0.05740307944
953	0.05738853267
954	0.0573762886
955	0.05735935435
956	0.05735770134
957	0.05735356035
958	0.05733663177
959	0.05732969041
960	0.05731812283
961	0.05730002702
962	0.05729014823
963	0.05726806407
964	0.0572628543
965	0.0572370847
966	0.05722629407
967	0.05721789421
968	0.0572031477
969	0.05719105055
970	0.05718102975
971	0.05716217482
972	0.05714907477
973	0.05714886652
974	0.057138759
975	0.05712652501
976	0.05711281907
977	0.05711259596
978	0.05709531965
979	0.05708345092
980	0.05708325912
981	0.05708307512
982	0.05706579994
983	0.05704874402
984	0.05704271549
985	0.05701659962
986	0.05699196775
987	0.05698169245
988	0.05697002568
989	0.05695848382
990	0.05694429981
991	0.05692935933
992	0.05691497429
993	0.05689796063
994	0.05688995019
995	0.05687262559
996	0.05686236047
997	0.05685097822
998	0.05683606088
999	0.0568194232
